,CLASSIFICATION,CLASSIFICATION_CODE,Area,bachelor_leased_q4,bachelor_avg_lease_rate_q4,1_bedroom_leased_q4,1_bedroom_avg_lease_rate_q4,2_bedrooms_leased_q4,2_bedrooms_avg_lease_rate_q4,3_bedrooms_leased_q4,3_bedrooms_avg_lease_rate_q4,bachelor_leased_q3,bachelor_avg_lease_rate_q3,1_bedroom_leased_q3,1_bedroom_avg_lease_rate_q3,2_bedrooms_leased_q3,2_bedrooms_avg_lease_rate_q3,3_bedrooms_leased_q3,3_bedrooms_avg_lease_rate_q3,bachelor_leased_q2,bachelor_avg_lease_rate_q2,1_bedroom_leased_q2,1_bedroom_avg_lease_rate_q2,2_bedrooms_leased_q2,2_bedrooms_avg_lease_rate_q2,3_bedrooms_leased_q2,3_bedrooms_avg_lease_rate_q2,bachelor_leased_q1,bachelor_avg_lease_rate_q1,1_bedroom_leased_q1,1_bedroom_avg_lease_rate_q1,2_bedrooms_leased_q1,2_bedrooms_avg_lease_rate_q1,3_bedrooms_leased_q1,3_bedrooms_avg_lease_rate_q1,area_sq_meters,perimeter_meters,park_count,ASSAULT_2022,ASSAULT_RATE_2022,AUTOTHEFT_2022,AUTOTHEFT_RATE_2022,BIKETHEFT_2022,BIKETHEFT_RATE_2022,BREAKENTER_2022,BREAKENTER_RATE_2022,HOMICIDE_2022,HOMICIDE_RATE_2022,ROBBERY_2022,ROBBERY_RATE_2022,SHOOTING_2022,SHOOTING_RATE_2022,THEFTFROMMV_2022,THEFTFROMMV_RATE_2022,THEFTOVER_2022,THEFTOVER_RATE_2022,total_stop_count,avg_stop_frequency,max_stop_frequency,total_line_length_meters,transit_line_density,distinct_route_count
103,Not an NIA or Emerging Neighbourhood,,Toronto C08,103,2151,657,2523,312,3419,17,4221,172,2131,1159,2533,287,3456,57,4461,193,1820,1208,2245,682,3059,63,3779,100,1728,943,2134,430,2980,31,3504,0.0001248617999899,0.048791511421289,4,441,3017.654296875,29,198.439849853516,229.0,1566.99060058594,123,841.65869140625,1.0,6.84275341033936,55.0,376.351440429688,1.0,6.84275341033936,107,732.174621582031,51.0,348.980438232422,63,519.3492063492064,1259,1.8217005984175545,1.8214731659994143,17
104,Not an NIA or Emerging Neighbourhood,,Toronto C04,1,1950,15,2456,10,2982,5,3157,2,1700,30,2242,17,3775,2,5600,2,1548,29,2174,25,3193,2,4700,4,1692,16,2181,36,2646,2,5460,0.000255906843336,0.0721961136646589,8,35,224.043014526367,84,537.703247070313,13.0,83.2159805297852,29,185.635635375977,,,6.0,38.4073753356934,1.0,6.40122890472412,28,179.234405517578,3.0,19.2036876678467,38,325.7105263157895,896,0.7858746047269104,0.7856735454899914,8
105,Neighbourhood Improvement Area,NIA,Toronto E09,0,2093,89,2419,54,2881,3,3483,10,2130,117,2434,94,2980,8,3519,4,1913,110,2140,72,2710,12,3158,3,1692,75,2063,39,2581,5,2790,0.0007043960691083,0.1413979970209783,13,190,674.859680175781,107,380.052581787109,9.0,31.9670391082764,35,124.316261291504,2.0,7.10378646850586,26.0,92.3492202758789,7.0,24.8632526397705,104,369.396881103516,12.0,42.6227188110352,91,412.38461538461536,1133,1.6237402918812738,1.622597340692744,20
106,Neighbourhood Improvement Area,NIA,Toronto W05,3,1888,33,2314,17,2614,3,2933,0,0,73,2313,45,2652,3,3467,2,1600,98,2137,61,2507,0,0,7,1557,24,2022,12,2386,2,2775,0.0004942819285601,0.1384125588290489,11,109,596.965881347656,105,575.058898925781,,,35,191.686294555664,,,37.0,202.639801025391,2.0,10.9535026550293,45,246.453796386719,9.0,49.2907600402832,47,388.9787234042553,1038,1.425208708027071,1.4245046011455738,13
107,Not an NIA or Emerging Neighbourhood,,Toronto C08,103,2151,657,2523,312,3419,17,4221,172,2131,1159,2533,287,3456,57,4461,193,1820,1208,2245,682,3059,63,3779,100,1728,943,2134,430,2980,31,3504,6.208991766284055e-05,0.0324315468879437,7,388,1563.57043457031,16,64.4771270751953,88.0,354.624206542969,73,294.176910400391,,,42.0,169.252471923828,1.0,4.02982044219971,53,213.580490112305,19.0,76.5665893554688,20,421.3,848,0.7827564387301471,0.7827078404647786,6
108,Neighbourhood Improvement Area,NIA,Toronto W05,3,1888,33,2314,17,2614,3,2933,0,0,73,2313,45,2652,3,3467,2,1600,98,2137,61,2507,0,0,7,1557,24,2022,12,2386,2,2775,0.0008908211581643,0.1433078326520507,11,140,1068.37609863281,176,1343.10131835938,3.0,22.8937721252441,55,419.719177246094,,,33.0,251.831497192383,7.0,53.4188041687012,85,648.656921386719,23.0,175.518920898438,103,222.23300970873785,964,1.569340408616109,1.567943651236778,10
109,Not an NIA or Emerging Neighbourhood,,Toronto C04,1,1950,15,2456,10,2982,5,3157,2,1700,30,2242,17,3775,2,5600,2,1548,29,2174,25,3193,2,4700,4,1692,16,2181,36,2646,2,5460,0.0001755700875175,0.0647016831545673,8,52,401.079833984375,39,300.809875488281,2.0,15.4261474609375,14,107.983032226563,,,9.0,69.4176635742188,,,11,84.8438110351563,6.0,46.2784423828125,36,487.6666666666667,1500,0.5269216025710679,0.5268291071386207,11
110,Not an NIA or Emerging Neighbourhood,,Toronto E03,1,1495,27,1816,5,2283,0,0,6,1620,18,1779,9,2664,2,3125,3,1532,15,1812,8,2200,0,0,2,1523,9,1776,7,2143,2,2388,0.0001250281593876,0.0734182232067843,3,129,1319.55810546875,24,245.499176025391,32.0,327.332244873047,58,593.289672851563,,,24.0,245.499176025391,2.0,20.4582653045654,41,419.394439697266,3.0,30.6873970031738,33,413.9090909090909,850,2.016295369582089,2.016043307398119,10
111,Not an NIA or Emerging Neighbourhood,,Toronto E02,0,0,12,2361,10,3259,2,5725,2,1700,23,2215,16,3178,1,5750,4,1662,10,2309,12,3016,0,0,2,1675,17,2116,10,2690,0,0,0.0004014228830305,0.126145264344668,13,117,517.447265625,54,238.821807861328,21.0,92.8751525878906,43,190.172927856445,,,20.0,88.452522277832,,,50,221.131301879883,8.0,35.3810081481934,56,395.1785714285714,1291,0.639338608333014,0.6390820661675198,14
112,Neighbourhood Improvement Area,NIA,Toronto E04,0,0,12,2095,15,2545,3,2683,0,0,22,2170,22,2509,2,2725,0,0,17,1903,20,2411,0,0,0,0,13,1890,25,2275,2,2400,0.0002182469156739,0.0641094502904247,6,85,607.012756347656,11,78.5545959472656,3.0,21.4239807128906,12,85.6959228515625,,,8.0,57.130615234375,2.0,14.2826538085938,43,307.077056884766,2.0,14.2826538085938,24,472.1666666666667,1775,1.623571127793048,1.623216865718635,27
113,Not an NIA or Emerging Neighbourhood,,Toronto E06,0,0,1,2500,0,0,0,0,0,0,8,1905,13,2815,0,0,0,0,6,2125,7,2557,0,0,0,0,1,1900,8,2266,1,2950,0.000671094524794,0.1505593080425412,20,159,651.292358398438,46,188.424194335938,6.0,24.5770702362061,31,126.98152923584,1.0,4.09617805480957,15.0,61.4426727294922,,,69,282.636291503906,6.0,24.5770702362061,101,282.6930693069307,790,1.2910227893335542,1.2901569720534842,13
114,Emerging Neighbourhood,EN,Toronto E11,0,0,9,2139,7,2546,2,2950,0,0,6,2233,18,2530,1,3000,0,0,10,2010,10,2445,0,0,0,0,8,1956,13,2288,1,2250,0.000450864887535,0.0981809067084902,13,84,454.619262695313,55,297.667358398438,3.0,16.2364025115967,8,43.2970733642578,,,15.0,81.1820068359375,2.0,10.8242683410645,32,173.188293457031,3.0,16.2364025115967,74,278.0810810810811,766,1.188872217869281,1.1883364386944952,11
115,Not an NIA or Emerging Neighbourhood,,Toronto E07,0,0,40,2305,35,2663,3,2817,0,0,48,2315,72,2681,3,2675,0,0,64,2005,49,2506,2,2500,0,0,44,1934,27,2381,0,0,0.0008806315876002,0.1661700776506951,15,175,652.619812011719,82,305.798980712891,6.0,22.3755359649658,53,197.650573730469,,,33.0,123.065444946289,3.0,11.1877679824829,83,309.528259277344,10.0,37.2925605773926,119,348.3193277310924,1117,1.972778513732775,1.9710427512255355,19
116,Not an NIA or Emerging Neighbourhood,,Toronto W08,2,1888,103,2391,88,2935,5,2941,0,0,130,2303,130,2864,7,3436,1,1650,127,2131,111,2716,5,3030,1,1650,124,2060,78,2528,7,3264,0.0011307202832301,0.1850072479554192,10,206,774.581665039063,189,710.659912109375,14.0,52.6414756774902,86,323.369049072266,1.0,3.76010537147522,43.0,161.684524536133,2.0,7.52021074295044,188,706.899780273438,44.0,165.444625854492,144,344.2986111111111,1203,3.700078317373128,3.695899289082187,23
117,Not an NIA or Emerging Neighbourhood,,Toronto C02,14,2123,97,2626,63,4682,6,17440,14,2186,204,2743,98,4026,12,4889,14,1816,200,2435,110,3789,13,5461,12,1815,123,2513,104,4340,14,4563,0.0001296969536584,0.0593444688391867,4,45,317.572326660156,32,225.829223632813,19.0,134.086090087891,26,183.486236572266,,,7.0,49.4001426696777,,,21,148.200424194336,1.0,7.05716323852539,18,287.1666666666667,554,0.4198617574620498,0.4198073097328539,5
118,Not an NIA or Emerging Neighbourhood,,Toronto W08,2,1888,103,2391,88,2935,5,2941,0,0,130,2303,130,2864,7,3436,1,1650,127,2131,111,2716,5,3030,1,1650,124,2060,78,2528,7,3264,0.0005773499494451,0.1152472525523295,10,28,234.074569702148,62,518.307983398438,1.0,8.35980606079102,13,108.677474975586,,,2.0,16.719612121582,1.0,8.35980606079102,27,225.714767456055,2.0,16.719612121582,60,270.7333333333333,547,0.8652431686091757,0.8647439087571717,8
119,Not an NIA or Emerging Neighbourhood,,Toronto W03,1,1500,2,2025,2,2723,1,3150,3,1508,8,2073,5,3010,0,0,3,1417,7,1878,2,2200,0,0,2,1428,6,1762,3,2375,1,2800,0.0001724966146298,0.0531039842919805,6,59,559.772277832031,25,237.191650390625,2.0,18.9753322601318,6,56.9259948730469,,,4.0,37.9506645202637,,,23,218.216323852539,2.0,18.9753322601318,32,330.21875,804,0.5343712383525294,0.5342790770204758,7
120,Not an NIA or Emerging Neighbourhood,,Toronto W03,1,1500,2,2025,2,2723,1,3150,3,1508,8,2073,5,3010,0,0,3,1417,7,1878,2,2200,0,0,2,1428,6,1762,3,2375,1,2800,0.000210965069485,0.0673014616896674,4,111,799.4814453125,38,273.696350097656,9.0,64.8228149414063,24,172.86083984375,,,10.0,72.0253524780273,3.0,21.6076049804688,21,151.253234863281,3.0,21.6076049804688,45,454.8666666666667,807,0.6285268125890987,0.6283942433538856,6
121,Not an NIA or Emerging Neighbourhood,,Toronto E08,0,0,5,2129,8,2654,1,2700,0,0,12,2279,21,2573,2,2738,1,1625,4,2200,19,2376,4,2788,1,1650,12,1940,25,2335,3,2500,0.0008034116103885,0.2083606592930963,20,135,785.431701660156,43,250.174545288086,3.0,17.4540386199951,21,122.178260803223,,,14.0,81.4521789550781,4.0,23.2720508575439,78,453.804992675781,5.0,29.0900630950928,63,385.26984126984127,961,1.054367536343866,1.0535211252400585,13
122,Not an NIA or Emerging Neighbourhood,,Toronto E05,0,0,26,2362,18,2794,7,2978,3,1813,36,2263,34,2753,5,2850,0,0,32,2183,23,2543,7,2701,0,0,13,1923,28,2459,5,2520,0.0006063867905802,0.1180393515705547,14,114,386.689727783203,78,264.577178955078,9.0,30.5281372070313,35,118.72053527832,1.0,3.39201521873474,32.0,108.544486999512,1.0,3.39201521873474,100,339.201507568359,5.0,16.960075378418,63,341.87301587301585,786,1.3867120241934314,1.3858716499314736,14
123,Not an NIA or Emerging Neighbourhood,,Toronto W02,3,1867,42,2383,13,3264,6,3486,3,1825,82,2277,61,2945,1,4300,2,1613,69,2176,29,2796,0,0,0,0,30,2092,22,2957,1,3750,0.0001778920493022,0.0718333275600763,5,43,398.406372070313,30,277.957946777344,6.0,55.5915870666504,22,203.835815429688,1.0,9.2652645111084,13.0,120.448440551758,,,19,176.040023803711,,,43,407.7441860465116,973,1.0855039267777684,1.085310858605001,9
124,Emerging Neighbourhood,EN,Toronto C04,1,1950,15,2456,10,2982,5,3157,2,1700,30,2242,17,3775,2,5600,2,1548,29,2174,25,3193,2,4700,4,1692,16,2181,36,2646,2,5460,0.0003886381079044,0.0828809126974932,13,86,373.490844726563,61,264.917907714844,7.0,30.4004173278809,15,65.1437530517578,,,5.0,21.7145843505859,3.0,13.0287504196167,51,221.488754272461,3.0,13.0287504196167,73,211.57534246575344,527,1.0093830603270555,1.008990928001904,7
125,Not an NIA or Emerging Neighbourhood,,Toronto W06,2,1853,204,2521,139,3194,2,6167,5,1525,257,2458,193,23232,3,5467,3,1633,315,2286,210,3178,6,4600,1,1650,246,2183,138,3104,4,4913,0.0002522214841995,0.0843694156811464,15,90,743.37158203125,34,280.829284667969,30.0,247.79052734375,33,272.569580078125,,,7.0,57.8177909851074,,,30,247.79052734375,5.0,41.2984237670898,19,392.0,994,0.4168174573835922,0.4167123535752892,7
126,Emerging Neighbourhood,EN,Toronto E11,0,0,9,2139,7,2546,2,2950,0,0,6,2233,18,2530,1,3000,0,0,10,2010,10,2445,0,0,0,0,8,1956,13,2288,1,2250,0.0005406133489602,0.1314908355218697,11,129,464.229156494141,45,161.940399169922,1.0,3.59867572784424,16,57.5788116455078,1.0,3.59867572784424,17.0,61.1774864196777,5.0,17.9933776855469,72,259.104644775391,8.0,28.7894058227539,103,261.71844660194176,678,1.5769006675952917,1.5760486346647813,12
127,Not an NIA or Emerging Neighbourhood,,Toronto W02,3,1867,42,2383,13,3264,6,3486,3,1825,82,2277,61,2945,1,4300,2,1613,69,2176,29,2796,0,0,0,0,30,2092,22,2957,1,3750,0.0001989340866754,0.0884667843041833,10,54,646.706604003906,24,287.425140380859,6.0,71.8562850952148,11,131.736526489258,,,1.0,11.9760475158691,1.0,11.9760475158691,6,71.8562850952148,1.0,11.9760475158691,22,236.5909090909091,759,0.516041835919717,0.5159391980265775,8
128,Not an NIA or Emerging Neighbourhood,,Toronto E04,0,0,12,2095,15,2545,3,2683,0,0,22,2170,22,2509,2,2725,0,0,17,1903,20,2411,0,0,0,0,13,1890,25,2275,2,2400,0.0008264688537409,0.1704806279495552,15,252,861.626831054688,72,246.179092407227,5.0,17.0957698822021,77,263.274871826172,1.0,3.41915416717529,18.0,61.5447731018066,4.0,13.6766166687012,116,396.621887207031,15.0,51.2873115539551,123,363.1219512195122,1429,2.8444104327381736,2.842061557380584,24
129,Not an NIA or Emerging Neighbourhood,,Toronto C01,139,2122,1247,2662,535,3751,51,4825,295,2107,2216,2637,1076,3617,136,4969,282,1878,2347,2373,1126,3305,127,4471,164,1763,1796,2227,728,3197,67,4612,0.0001930381314748,0.0586769350320708,9,142,852.1875,29,174.038284301758,32.0,192.042251586914,69,414.091094970703,,,31.0,186.040924072266,1.0,6.00132036209106,37,222.048843383789,9.0,54.0118827819824,34,502.0882352941176,540,0.6719040572749199,0.6717743792039857,7
130,Not an NIA or Emerging Neighbourhood,,Toronto W04,1,1650,24,2285,41,2675,6,3392,0,0,44,2218,47,2651,9,3015,2,1500,50,2066,24,2467,7,2807,2,1650,43,1929,25,2333,6,2733,0.0002041554585887,0.0714810144871526,3,101,643.189208984375,54,343.883331298828,5.0,31.8410491943359,26,165.573455810547,1.0,6.36820983886719,15.0,95.5231475830078,8.0,50.9456787109375,43,273.833038330078,7.0,44.5774688720703,36,375.52777777777777,807,0.3741147387326271,0.3740383767562906,6
131,Not an NIA or Emerging Neighbourhood,,Toronto C15,11,2018,284,2463,137,3005,13,4112,17,2000,433,2380,209,3042,20,3788,7,1793,345,2189,151,2789,8,3306,12,1681,380,2054,181,2610,16,3099,0.0003319235215373,0.0798424787398076,11,33,204.207916259766,28,173.267333984375,2.0,12.3762378692627,15,92.8217849731445,,,11.0,68.0693054199219,,,52,321.782165527344,4.0,24.7524757385254,31,354.2903225806452,890,0.434605255476439,0.434461047635537,7
132,Not an NIA or Emerging Neighbourhood,,Toronto W04,1,1650,24,2285,41,2675,6,3392,0,0,44,2218,47,2651,9,3015,2,1500,50,2066,24,2467,7,2807,2,1650,43,1929,25,2333,6,2733,0.0004778119121644,0.1483471447907159,12,80,665.004150390625,94,781.3798828125,5.0,41.5627593994141,32,266.001647949219,1.0,8.31255149841309,7.0,58.1878623962402,3.0,24.9376564025879,42,349.127197265625,9.0,74.8129653930664,45,435.4666666666666,1265,1.1496978820633834,1.1491488050754688,15
133,Not an NIA or Emerging Neighbourhood,,Toronto C02,14,2123,97,2626,63,4682,6,17440,14,2186,204,2743,98,4026,12,4889,14,1816,200,2435,110,3789,13,5461,12,1815,123,2513,104,4340,14,4563,0.0003115262686971,0.0855317107352132,25,387,1163.31494140625,69,207.412750244141,82.0,246.490509033203,139,417.831481933594,,,44.0,132.263198852539,2.0,6.01196384429932,113,339.675964355469,38.0,114.227310180664,94,306.5531914893617,1418,3.1920885481949277,3.191094438451456,12
134,Neighbourhood Improvement Area,NIA,Toronto E09,0,2093,89,2419,54,2881,3,3483,10,2130,117,2434,94,2980,8,3519,4,1913,110,2140,72,2710,12,3158,3,1692,75,2063,39,2581,5,2790,0.0006747001091344,0.1438042235831419,17,194,665.089660644531,75,257.122283935547,2.0,6.85659456253052,29,99.4206161499023,1.0,3.42829728126526,15.0,51.4244575500488,7.0,23.9980792999268,105,359.97119140625,7.0,23.9980792999268,58,390.44827586206895,1101,1.656762758979881,1.6556456946490132,14
135,Neighbourhood Improvement Area,NIA,Toronto W04,1,1650,24,2285,41,2675,6,3392,0,0,44,2218,47,2651,9,3015,2,1500,50,2066,24,2467,7,2807,2,1650,43,1929,25,2333,6,2733,0.000204793016124,0.0747154351304867,7,71,1014.72058105469,21,300.128631591797,,,13,185.793914794922,,,2.0,28.5836791992188,2.0,28.5836791992188,25,357.295989990234,2.0,28.5836791992188,33,406.030303030303,1039,0.4539739916661548,0.4538810399990119,10
136,Not an NIA or Emerging Neighbourhood,,Toronto E08,0,0,5,2129,8,2654,1,2700,0,0,12,2279,21,2573,2,2738,1,1625,4,2200,19,2376,4,2788,1,1650,12,1940,25,2335,3,2500,0.0004254265106418,0.1077890936128274,12,37,359.432678222656,9,87.429573059082,2.0,19.4287929534912,6,58.2863807678223,,,6.0,58.2863807678223,1.0,9.71439647674561,52,505.148620605469,2.0,19.4287929534912,27,461.8148148148149,1182,0.7912133672450581,0.7908769072420629,8
137,Not an NIA or Emerging Neighbourhood,,Toronto C03,2,1275,44,2422,25,3257,1,3950,2,2050,66,2330,46,3090,5,5130,1,1650,49,2157,31,2847,2,3145,2,1655,41,1975,36,2797,3,4800,0.0002769750336831,0.0762854073746173,13,31,263.202575683594,82,696.213256835938,7.0,59.4328422546387,26,220.750549316406,,,,,,,28,237.731369018555,10.0,84.9040603637695,35,296.22857142857146,848,0.904984474148804,0.9047338854504072,11
138,Not an NIA or Emerging Neighbourhood,,Toronto E07,0,0,40,2305,35,2663,3,2817,0,0,48,2315,72,2681,3,2675,0,0,64,2005,49,2506,2,2500,0,0,44,1934,27,2381,0,0,0.0010607190400172,0.1833823916652542,8,66,255.338897705078,107,413.958526611328,1.0,3.86877131462097,63,243.73258972168,1.0,3.86877131462097,33.0,127.669448852539,4.0,15.4750852584839,83,321.108001708984,12.0,46.4252548217773,150,292.05333333333334,1123,1.624374489178285,1.6226533099171088,15
139,Not an NIA or Emerging Neighbourhood,,Toronto C14,5,2130,261,2514,204,3124,19,3804,8,2029,360,2420,256,3076,22,3759,8,1828,273,2237,228,2890,11,3529,5,1768,229,2081,174,2716,7,3150,0.0001153530507605,0.058772645347905,6,36,239.616607666016,19,126.464324951172,27.0,179.712463378906,8,53.2481346130371,1.0,6.65601682662964,1.0,6.65601682662964,,,40,266.240692138672,9.0,59.9041519165039,8,328.0,656,0.4277396255801307,0.4276902902003754,7
140,Emerging Neighbourhood,EN,Toronto E05,0,0,26,2362,18,2794,7,2978,3,1813,36,2263,34,2753,5,2850,0,0,32,2183,23,2543,7,2701,0,0,13,1923,28,2459,5,2520,0.0005103956869225,0.1001889754160143,10,44,179.914947509766,41,167.648025512695,1.0,4.08897590637207,33,134.936218261719,,,7.0,28.6228332519531,,,41,167.648025512695,4.0,16.3559036254883,80,243.975,620,0.9118404204899474,0.9113752584888468,12
141,Neighbourhood Improvement Area,NIA,Toronto W05,3,1888,33,2314,17,2614,3,2933,0,0,73,2313,45,2652,3,3467,2,1600,98,2137,61,2507,0,0,7,1557,24,2022,12,2386,2,2775,0.0003862254480184,0.0918097570048381,13,243,1085.98498535156,76,339.649627685547,3.0,13.4072217941284,33,147.479446411133,1.0,4.46907377243042,19.0,84.9124069213867,11.0,49.1598129272461,42,187.701110839844,8.0,35.7525901794434,81,254.98765432098764,794,0.8783610529025013,0.8780219384859396,8
142,Not an NIA or Emerging Neighbourhood,,Toronto W07,0,0,10,2595,11,3127,0,0,0,0,6,2350,2,2513,0,0,0,0,10,2168,5,2680,1,3500,0,0,6,2108,8,2541,0,0,0.0008866519812121,0.1301029807275245,23,102,373.996246337891,142,520.661437988281,10.0,36.6663017272949,44,161.331726074219,,,7.0,25.666410446167,,,105,384.996154785156,9.0,32.9996681213379,106,315.0188679245283,904,2.049892381853734,2.048076450810948,17
143,Not an NIA or Emerging Neighbourhood,,Toronto E03,1,1495,27,1816,5,2283,0,0,6,1620,18,1779,9,2664,2,3125,3,1532,15,1812,8,2200,0,0,2,1523,9,1776,7,2143,2,2388,0.0001336026983397,0.051209942084141,7,41,492.729248046875,22,264.391296386719,1.0,12.017786026001,6,72.1067199707031,,,5.0,60.0889320373535,,,15,180.266799926758,1.0,12.017786026001,34,268.8235294117647,850,0.6521101511285368,0.6520230390911345,9
144,Not an NIA or Emerging Neighbourhood,,Toronto W05,3,1888,33,2314,17,2614,3,2933,0,0,73,2313,45,2652,3,3467,2,1600,98,2137,61,2507,0,0,7,1557,24,2022,12,2386,2,2775,0.0002610419043461,0.1111449915404055,13,164,730.252014160156,16,71.2441024780273,32.0,142.488204956055,28,124.677177429199,,,10.0,44.5275611877441,4.0,17.8110256195068,30,133.58268737793,15.0,66.7913436889648,33,489.5151515151515,1145,0.758611961421884,0.7584139835913245,10
145,Not an NIA or Emerging Neighbourhood,,Toronto W10,0,0,15,2324,13,2682,6,2906,0,0,24,2286,12,2635,3,2617,0,0,24,2009,18,2453,2,2725,0,0,24,1907,22,2337,0,0,0.000280008947374,0.0722156771194055,4,59,537.58544921875,58,528.473815917969,1.0,9.11161708831787,21,191.343963623047,2.0,18.2232341766357,13.0,118.451026916504,1.0,9.11161708831787,52,473.804107666016,9.0,82.0045547485352,35,366.7142857142857,593,0.8948429664301223,0.8945924725335594,6
146,Neighbourhood Improvement Area,NIA,Toronto W10,0,0,15,2324,13,2682,6,2906,0,0,24,2286,12,2635,3,2617,0,0,24,2009,18,2453,2,2725,0,0,24,1907,22,2337,0,0,0.0003275361857011,0.0983239692230871,6,64,650.935729980469,60,610.252258300781,2.0,20.3417415618896,9,91.5378341674805,1.0,10.1708707809448,15.0,152.563064575195,6.0,61.0252227783203,31,315.296997070313,,,29,388.0344827586207,837,0.9921898128698774,0.9918649412103028,8
147,Not an NIA or Emerging Neighbourhood,,Toronto E02,0,0,12,2361,10,3259,2,5725,2,1700,23,2215,16,3178,1,5750,4,1662,10,2309,12,3016,0,0,2,1675,17,2116,10,2690,0,0,0.0001781568097704,0.0546043605062636,13,109,843.849182128906,18,139.35124206543,14.0,108.384300231934,23,178.059921264648,1.0,7.74173593521118,8.0,61.9338874816895,1.0,7.74173593521118,24,185.801651000977,5.0,38.7086791992188,29,383.2068965517241,857,0.5635191837416431,0.563418806844451,7
148,Not an NIA or Emerging Neighbourhood,,Toronto C04,1,1950,15,2456,10,2982,5,3157,2,1700,30,2242,17,3775,2,5600,2,1548,29,2174,25,3193,2,4700,4,1692,16,2181,36,2646,2,5460,0.0003622736331053,0.1068718229709608,11,31,194.332992553711,101,633.149475097656,7.0,43.8816452026367,35,219.408218383789,,,8.0,50.1504516601563,,,40,250.752258300781,5.0,31.3440322875977,40,281.15,603,1.1668617221110422,1.1664391519616648,11
149,Not an NIA or Emerging Neighbourhood,,Toronto C08,103,2151,657,2523,312,3419,17,4221,172,2131,1159,2533,287,3456,57,4461,193,1820,1208,2245,682,3059,63,3779,100,1728,943,2134,430,2980,31,3504,0.0001582919168619,0.0630090923664356,8,134,1118.53088378906,18,150.250411987305,36.0,300.500823974609,65,542.570922851563,,,22.0,183.639404296875,,,51,425.709503173828,9.0,75.1252059936523,24,379.4166666666667,665,0.6550415812625167,0.6549379098853354,8
150,Not an NIA or Emerging Neighbourhood,,Toronto E10,0,0,5,2150,3,2500,1,2950,0,0,8,2141,5,2980,1,3200,0,0,5,1965,4,2199,0,0,0,0,12,1850,5,2110,0,0,0.0006115584354192,0.1268791119673242,16,39,274.860809326172,26,183.240539550781,,,21,148.001968383789,,,,,,,59,415.815063476563,4.0,28.1908512115479,41,291.2682926829268,849,0.6701504849006276,0.669740899204174,11
151,Neighbourhood Improvement Area,NIA,Toronto C08,103,2151,657,2523,312,3419,17,4221,172,2131,1159,2533,287,3456,57,4461,193,1820,1208,2245,682,3059,63,3779,100,1728,943,2134,430,2980,31,3504,7.258549084991231e-05,0.0352233295020758,8,126,869.745300292969,11,75.9301452636719,15.0,103.541107177734,25,172.568511962891,,,12.0,82.8328857421875,4.0,27.6109619140625,27,186.373992919922,5.0,34.5137023925781,19,540.421052631579,995,0.4624249349616542,0.4623913720569487,9
152,Neighbourhood Improvement Area,NIA,Toronto W01,0,0,90,2510,76,3012,9,4029,1,2100,71,2469,31,3240,1,3700,1,2000,40,2364,19,2972,6,3950,1,2300,58,2266,19,3099,1,3150,0.00025519598095,0.1255423635053433,19,260,1096.72253417969,32,134.981231689453,28.0,118.108573913574,61,257.307952880859,1.0,4.21816349029541,7.0,29.5271434783936,2.0,8.43632698059082,55,231.998992919922,10.0,42.1816329956055,41,583.2439024390244,2395,0.972589444525214,0.9723413069315736,12
153,Not an NIA or Emerging Neighbourhood,,Toronto C01,139,2122,1247,2662,535,3751,51,4825,295,2107,2216,2637,1076,3617,136,4969,282,1878,2347,2373,1126,3305,127,4471,164,1763,1796,2227,728,3197,67,4612,0.0001006298460499,0.0493247428298537,6,106,727.572265625,22,151.005554199219,27.0,185.325012207031,36,247.100006103516,,,6.0,41.1833343505859,,,37,253.963897705078,6.0,41.1833343505859,28,588.4285714285714,1349,0.7029487681358805,0.7028780376271622,8
154,Not an NIA or Emerging Neighbourhood,,Toronto E03,1,1495,27,1816,5,2283,0,0,6,1620,18,1779,9,2664,2,3125,3,1532,15,1812,8,2200,0,0,2,1523,9,1776,7,2143,2,2388,0.0002444127209737,0.0861961326287176,6,69,386.79296875,51,285.890472412109,13.0,72.8740386962891,26,145.748077392578,,,5.0,28.0284767150879,,,49,274.679077148438,3.0,16.8170852661133,61,241.4754098360656,444,0.6772857296820145,0.6771202328834691,9
155,Not an NIA or Emerging Neighbourhood,,Toronto W08,2,1888,103,2391,88,2935,5,2941,0,0,130,2303,130,2864,7,3436,1,1650,127,2131,111,2716,5,3030,1,1650,124,2060,78,2528,7,3264,0.0003296159732038,0.0845111506103615,8,35,317.950592041016,31,281.613372802734,1.0,9.08430194854736,12,109.011627197266,,,11.0,99.9273223876953,,,40,363.372100830078,4.0,36.3372077941895,28,172.21428571428572,274,0.2531042543038059,0.2530208545885798,7
156,Not an NIA or Emerging Neighbourhood,,Toronto W04,1,1650,24,2285,41,2675,6,3392,0,0,44,2218,47,2651,9,3015,2,1500,50,2066,24,2467,7,2807,2,1650,43,1929,25,2333,6,2733,0.0003917860440998,0.1031425688955042,11,145,780.241088867188,67,360.525177001953,4.0,21.5238914489746,20,107.61946105957,2.0,10.7619457244873,12.0,64.5716781616211,5.0,26.9048652648926,49,263.667663574219,8.0,43.0477828979492,63,317.95238095238096,820,1.77125685903646,1.7705631770934778,16
